Manufacturer,Price,Reference,Fits To,Pipe Diameter,Tailpipe,Tailpipe Diameter,Valve,Notes
Scorpion,942.15,SMN021,OEM Only,70mm/2.75,Daytona,100mm,,
Scorpion,1074.94,SMN021CF,OEM Only,70mm/2.75,Ascari,100mm,,
Scorpion,892.97,SMNS010CF,OEM / Scorpion,70mm/2.75,Ascari,100mm,,Fits UK & Europe spec cars only.  Fit's JCW models.
Scorpion,760.19,SMNS010,OEM / Scorpion,70mm/2.75,Daytona,100mm,,Fits UK & Europe spec cars only.  Fit's JCW models.
Scorpion,807.75,SMNS010C,OEM / Scorpion,70mm/2.75,Daytona,100mm,,Fits UK & Europe spec cars only.  Fit's JCW models.
Scorpion,733.95,SMNS017,OEM / Scorpion,76mm/3,STW,90MM,,
Scorpion,1011.94,SMN010CF,OEM / Scorpion,70mm/2.75,Ascari,100mm,,Fits UK & Europe spec cars only. Fit's JCW models.
Scorpion,926.71,SMN010C,OEM / Scorpion,70mm/2.75,Daytona,100mm,,Fits UK & Europe spec cars only. Fit's JCW models.
Scorpion,879.14,SMN010,OEM / Scorpion,70mm/2.75,Daytona,100mm,,Fits UK & Europe spec cars only.  Fit's JCW models.
Scorpion,838.95,SMN017,OEM / Scorpion,76mm/3,STW,90mm,,Fits UK & Europe spec cars only.  Fit's JCW models.
Scorpion,676.41,SMNS018,OEM / Scorpion,70mm/2.75,Daytona,100mm,,OE System requires cutting. Fits to John Cooper Works models.
Scorpion,723.98,SMNS018C,OEM / Scorpion,70mm/2.75,Daytona,100mm,,OE System requires cutting. Fits to John Cooper Works models.
Scorpion,809.19,SMNS018CF,OEM / Scorpion,70mm/2.75,Ascari,,,OE System requires cutting. Fits to John Cooper Works models.
Scorpion,691.85,SMN003,OEM / Scorpion,57.1mm/2.25,Monaco,90 x 76mm,,
Scorpion,691.85,SMN003S,OEM / Scorpion,57.1mm/2.25,STW,90mm,,
Scorpion,762.3,SMN012S,OEM / Scorpion,57.1mm/2.25,STW,90mm,,
Scorpion,762.3,SMN012,OEM / Scorpion,57.1mm/2.25,Monaco,90 x 76mm,,
Scorpion,202.13,SMNC011,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,474.68,SMNX011,OEM / Scorpion,63.5mm/2.5,,,,
Scorpion,872.21,SMNS011CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,,
Scorpion,716.1,SMNS011MC,OEM / Scorpion,70mm/2.75,Monaco (twin),90 x 76mm,,
Scorpion,656.64,SMNS011M,OEM / Scorpion,70mm/2.75,Monaco (twin),90 x 76mm,,
Scorpion,774.41,SMNS011C,OEM / Scorpion,70mm/2.75,Daytona,90mm,,
Scorpion,716.1,SMNS011,OEM / Scorpion,70mm/2.75,Daytona,90mm,,
Scorpion,850.5,SMNS016,OEM / Scorpion,70mm/2.75,STW,90mm,,
Scorpion,747.88,SMN011M,OEM / Scorpion,70mm/2.75,Monaco (twin),90 x 76mm,,
Scorpion,807.35,SMN011MC,OEM / Scorpion,70mm/2.75,Monaco (twin),90 x 76mm,,
Scorpion,865.64,SMN011C,OEM / Scorpion,70mm/2.75,Daytona,90mm,,
Scorpion,779.63,SMN011,OEM / Scorpion,70mm/2.75,Daytona,90mm,,
Scorpion,963.46,SMN011CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,,
Scorpion,856.55,SMN007,OEM Only,63.5mm/2.5,Imola (twin),90mm,,Will also fit cars with John Cooper Works body kit.
Scorpion,201.6,SMNP026,OEM Only,63.5mm/2.5,,,,Also fits JCW
Scorpion,1084.79,SMN026,OEM Only,63.5mm/2.5,Daytona,100mm,,Also fits JCW
Scorpion,1132.35,SMN026C,OEM Only,63.5mm/2.5,Daytona,100mm,,Also fits JCW
Scorpion,1217.57,SMN026CF,OEM Only,63.5mm/2.5,Ascari,100mm,,Also fits JCW
Scorpion,662.55,SMN022,OEM / Scorpion,76mm/3,STW,90mm,,Original system requires cutting unless fitting with SMNP022 or SMNSP022
Scorpion,217.79,SMNSP022,Scorpion Only,76mm/3,,,,Original system requires cutting unless fitting with SMN022
Scorpion,356.39,SMNP022,Scorpion Only,76mm/3,,,,Original system requires cutting unless fitting with SMN022
Scorpion,834.37,SMNS020,OEM / Scorpion,70mm/2.75,Daytona,100mm,,
Scorpion,967.16,SMNS020CF,OEM / Scorpion,70mm/2.75,Ascari,100mm,,
Scorpion,1086.12,SMN020CF,OEM / Scorpion,70mm/2.75,Ascari,100mm,,
Scorpion,953.34,SMN020,OEM / Scorpion,70mm/2.75,Daytona,100mm,,
Scorpion,380.92,SMNC018,OEM / Scorpion,89.9mm/3.5,,,,
Scorpion,856.77,SMNX018,OEM / Scorpion,89.9mm/3.5,,,,
Scorpion,540.1,SMNC014,OEM / Scorpion,,,,,"709BM is interchangeable with 710BM, Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,789.93,SMNX014,OEM / Scorpion,,,,,"709BM is interchangeable with 710BM, Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,378.71,SMNS001,OEM Only,50.8mm/2,Imola,100mm,,
Scorpion,304.46,SMNB001,OEM Only,50.8mm/2,Imola,100mm,,
Scorpion,437.39,SMN001,OEM Only,50.8mm/2,Imola,100mm,,
Scorpion,458.02,SMNS006,OEM Only,63.5mm/2.5,Daytona,90mm,,
Scorpion,304.46,SMNB006,OEM Only,63.5mm/2.5,Daytona,90mm,,
Scorpion,525.49,SMN006,OEM Only,63.5mm/2.5,Daytona,90mm,,
Scorpion,427.09,SMTS013,OEM / Scorpion,57.1mm/2.25,Monaco,90 x 76mm,,
Scorpion,427.09,SMTS013D,OEM / Scorpion,57.1mm/2.25,Daytona,90mm,,
Scorpion,557.94,SMT013D,OEM / Scorpion,57.1mm/2.25,Daytona,90mm,,
Scorpion,557.94,SMT013,OEM / Scorpion,57.1mm/2.25,Monaco,90 x 76mm,,
Scorpion,177.77,SMTC013,OEM / Scorpion,57.1mm/2.25,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,703.34,SMTX013,OEM / Scorpion,57.1mm/2.25,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,623.7,SNS015,OEM / Scorpion,63.5mm/2.5,Daytona,114mm,,Fits UK and Import cars.
Scorpion,623.7,SNS015R,OEM / Scorpion,63.5mm/2.5,Indy,114mm,,Fits UK and Import cars.
Scorpion,706.27,SNS015CF,OEM / Scorpion,63.5mm/2.5,Ascari,114mm,,Fits UK and Import cars.
Scorpion,308.11,SNSP015,OEM / Scorpion,63.5mm/2.5,,,,
Scorpion,841.75,SNS012,OEM / Scorpion,63.5mm/2.5,Daytona,114mm,,SNSP012 is needed when fitting to Nismo Edition.
Scorpion,841.75,SNS012R,OEM / Scorpion,63.5mm/2.5,Indy,114mm,,SNSP012 is needed when fitting to Nismo Edition.
Scorpion,924.34,SNS012CF,OEM / Scorpion,63.5mm/2.5,Ascari,114mm,,SNSP012 is needed when fitting to Nismo Edition.
Scorpion,320.41,SNSP012,Scorpion Only,50.8mm/2,,,,SNS012 is needed when fitting to Nismo Edition.
Scorpion,153.47,SPGC022,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,474.67,SPGX022,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,724.5,SPGS022,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,
Scorpion,772.08,SPG022,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,
Scorpion,98.86,SRNC019,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,523.44,SRNS019D,OEM / Scorpion,63.5mm/2.5,Daytona,90mm,,
Scorpion,487.75,SRNS019,OEM / Scorpion,63.5mm/2.5,Lemans,90mm,,
Scorpion,569.85,SRN019D,OEM / Scorpion,63.5mm/2.5,Daytona,90mm,,
Scorpion,534.16,SRN019,OEM / Scorpion,63.5mm/2.5,Lemans,90mm,,
Scorpion,565.08,SRNS025S,OEM / Scorpion,63.5mm/2.5,STW (twin),70mm,,
Scorpion,565.08,SRNS025,OEM / Scorpion,63.5mm/2.5,Imola,70mm,,
Scorpion,618.62,SRN025S,OEM / Scorpion,63.5mm/2.5,STW (twin),70mm,,
Scorpion,618.62,SRN025,OEM / Scorpion,63.5mm/2.5,Imola,70mm,,
Scorpion,504.41,SRNS023,OEM Only,63.5mm/2.5,OE Fitment,N/A,,Maintains OE tail pipes
Scorpion,557.94,SRN023,OEM / Scorpion,63.5mm/2.5,OE Fitment,N/A,,Maintains OE tail pipes
Scorpion,89.23,SRNC023,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,398.54,SRNX023,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1069.5,SRNCS030SYS,OEM Only,76mm/3,Special,63.5mm,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1307.42,SRNXS030SYS,OEM Only,76mm/3,Special,63.5mm,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1164.66,SRNC030SYS,OEM Only,76mm/3,Special,63.5mm,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1402.6,SRNX030SYS,OEM Only,76mm/3,Special,63.5mm,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,403.29,SRNPC027,OEM / Scorpion,70mm/2.75,,,,"This is a full De-Cat, removing both the primary and secondary catalysts. It fits to both the OE and Scorpion Cat Back exhaust."
Scorpion,772.08,SRNPX027,OEM / Scorpion,70mm/2.75,,,,This is a primary sports cat and secondary de-cat option. Fitting to both OE and Scorpion Cat Back exhausts.
Scorpion,593.63,SRNS026,OEM / Scorpion,70mm/2.75,OE Fitment,N/A,,Maintains OE tail pipes
Scorpion,189.16,SRNC026,OEM Only,70mm/2.75,,,,"This is a secondary de-cat, replacing the secondary cat. Fitting to the OE primary catalyst only. DOES NOT fit to the Scorpion primary sports or decat.
 Does fit to both the OE and Scorpion cat back exhaust .Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,736.39,SRNS028,,70mm/2.75,OE Fitment,N/A,,Maintains OE tail pipes
Scorpion,527.05,SRNS020,OEM / Scorpion,63.5mm/2.5,Monaco (twin),90 x 76mm,,
Scorpion,346.19,SRNB020,OEM / Scorpion,63.5mm/2.5,Monaco (twin),90 x 76mm,,
Scorpion,664.69,SRN020,OEM / Scorpion,63.5mm/2.5,Monaco (twin),90 x 76mm,,
Scorpion,653,SRNS022,OEM / Scorpion,76mm/3,OE Fitment,N/A,,Maiintains OE tailpipe
Scorpion,208.18,SRNC022,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,752.46,SRN022,OEM / Scorpion,76mm/3,OE Fitment,N/A,,Maintains OE tail pipes
Scorpion,277.2,SRNC031,OEM / Scorpion,76mm/3,,,,
Scorpion,807.35,SRNS031,OEM / Scorpion,76mm/3,,,,"OE Silencer needs cutting to be removed, Rear Parking Sensors must be unplugged and the Rear Valance removed during installation. Uses OE tailpipes"
Scorpion,922.85,SRN031,OEM / Scorpion,76mm/3,,,,"OE Silencer needs cutting to be removed, Rear Parking Sensors must be unplugged and the Rear Valance removed during installation. Uses OE tailpipes"
Scorpion,300.3,SRNC032,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,807.35,SRNS032,OEM / Scorpion,76mm/3,Special,,,"OE Silencer needs cutting to be removed, Rear Parking Sensors must be unplugged and the Rear Valance removed during installation. Uses OE tailpipes. O.E Valve is removed when fitting to Trophy edition."
Scorpion,922.85,SRN032,OEM / Scorpion,76mm/3,Special,,,"OE Silencer needs cutting to be removed, Rear Parking Sensors must be unplugged and the Rear Valance removed during installation. Uses OE tailpipes. O.E Valve is removed when fitting to Trophy edition."
Scorpion,415.18,SRNS029,OEM Only,50.8mm/2,EVO,114mm x 89mm,,
Scorpion,474.67,SRNS029C,OEM Only,50.8mm/2,EVO,114mm x 89mm,,
Scorpion,525.49,SRV021,OEM / Scorpion,50.8mm/2,Imola (twin),76mm,,
Scorpion,568.08,SRV005,OEM / Scorpion,50.8mm/2,Imola (twin),76mm,,
Scorpion,576.35,SSTS013,OEM Only,63.5mm/2.5,Daytona,76mm,,Valance will require trimming.
Scorpion,635.82,SST013,OEM Only,63.5mm/2.5,Daytona,76mm,,Valance will require trimming.
Scorpion,616.78,SSTS008,OEM / Scorpion,70mm/2.75,Daytona (twin),76mm,,
Scorpion,998.12,SSTS011,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,1117.08,SSTS011C,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,1069.5,SST011,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,1188.47,SST011C,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,998.12,SSTS012,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,1117.08,SSTS012C,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,1069.5,SST012,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,1188.47,SST012C,OEM / Scorpion,76mm/3,EVO R,155mm x 105mm,,
Scorpion,406.86,SSTC009,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,735.2,SSTX009,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,891.05,SSTS009,OEM / Scorpion,76mm/3,Daytona,100mm,,For UK spec cars only. For none UK cars Seat Sport rear valance is required. (VAG part no - 1P0 071 061 A)
Scorpion,1206.51,SSTS017,OEM / Scorpion,80mm/3.15,EVO R,155mm x 105mm,,
Scorpion,1325.48,SSTS017C,OEM / Scorpion,80mm/3.15,EVO R,155mm x 105mm,,
Scorpion,1378.44,SSTS017D,OEM / Scorpion,80mm/3.15,Daytona (quad),83mm,,
Scorpion,1479.24,SSTS017DC,OEM / Scorpion,80mm/3.15,Daytona (quad),,,
Scorpion,1379.76,SST017,OEM / Scorpion,80mm/3.15,EVO R,155mm x 105mm,,
Scorpion,1498.73,SST017C,OEM / Scorpion,80mm/3.15,EVO R,155mm x 105mm,,
Scorpion,1551.77,SST017D,OEM / Scorpion,80mm/3.15,Daytona (quad),83mm,,
Scorpion,1652.49,SST017DC,OEM / Scorpion,80mm/3.15,Daytona (quad),83mm,,
Scorpion,1413.99,SSTS014,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1509.2,SSTS014C,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1587.24,SST014,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,1682.45,SST014C,OEM / Scorpion,80mm/3.15,Daytona (quad),90mm,,
Scorpion,415.18,SSKC003,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,772.08,SSKX003,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,879.14,SSKS003,OEM / Scorpion,63.5mm/2.5,OE Fitment,N/A,,
Scorpion,950.52,SSK003,OEM / Scorpion,63.5mm/2.5,OE Fitment,N/A,,
Scorpion,748.28,SSUS010,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,795.86,SSUS010C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,881.08,SSUS010CF,OEM / Scorpion,63.5mm/2.5,Ascari,100mm,,
Scorpion,904.87,SSU010CF,OEM / Scorpion,63.5mm/2.5,Ascari,100mm,,
Scorpion,772.08,SSU010,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,819.64,SSU010C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,236.73,SSUC010,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,142.76,SSUP010,OEM / Scorpion,63.5mm/2.5,,,,
Scorpion,122.89,SSUC006,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,122.89,SSUC004,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,160.61,SSUC011,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,710.44,STYC009,OEM / Scorpion,76mm/3,,,,For motorsport use only. STYP009 is not required when fitting this product.
Scorpion,1027.94,STYX009,OEM / Scorpion,76mm/3,,,,Replaces OE catalyst with a high flow sports catalyst and removes OE GPF. For motorsport use only. STYP009 is not required when fitting this product.
Scorpion,309.75,STYP009,OEM / Scorpion,76mm/3,,,,"Fits to O.E downpipe. Fits to O.E and Scorpion GPF-back. Not required when fitting Scoprion Turbo downpipes STYC009, STYX009"
Scorpion,996.45,STYS009,OEM / Scorpion,76mm/3,Daytona,,,
Scorpion,1122.45,STYS009CF,OEM / Scorpion,76mm/3,Ascari,114mm ,,
Scorpion,1101.45,STY009,OEM / Scorpion,76mm/3,Daytona,114mm ,,
Scorpion,1227.45,STY009CF,,76mm/3,Ascari,114mm ,,
Scorpion,160.55,SVWP054,OEM Only,70mm/2.75,,,,Original system requires cutting. Will fit with Scorpion downpipes
Scorpion,415.18,SVWC043,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,772.08,SVWX043,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,386.63,SVAGC005,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,735.2,SVAGX005,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,593.63,SVXS034D,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Original System needs cutting to be removed.
Scorpion,593.63,SVXS034,OEM / Scorpion,63.5mm/2.5,EVO,114 x 89mm,,Original System needs cutting to be removed.
Scorpion,684.05,SVX034D,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Original System needs cutting to be removed.
Scorpion,684.05,SVX034,OEM / Scorpion,63.5mm/2.5,EVO,114 x 89mm,,Original System needs cutting to be removed.
Scorpion,267.68,SVX035,OEM / Scorpion,63.5mm/2.5,,,,
Scorpion,676.91,SVXS059D,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Original System needs cutting to be removed.
Scorpion,767.33,SVX059D,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Original System needs cutting to be removed.
Scorpion,296.23,SVX060,OEM / Scorpion,63.5mm/2.5,,,,
Scorpion,327.16,SVXC062,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,831.57,SVXS057,OEM / Scorpion,76mm/3,OE Fitment,N/A,,
Scorpion,950.52,SVX057,OEM / Scorpion,76mm/3,OE Fitment,N/A,,
Scorpion,260.54,SVXP062,OEM / Scorpion,76mm/3,,,,
Scorpion,300.67,SVXB042,OEM / Scorpion,63.5mm/2.5,EVO (Below Valance),114 x 89mm,,Rear silencer for cars with no cut out in valance
Scorpion,510.05,SVXS042,OEM / Scorpion,63.5mm/2.5,EVO (Below Valance),114 x 89mm,,Rear silencer for cars with no cut out in valance
Scorpion,510.05,SVXS045,OEM / Scorpion,63.5mm/2.5,EVO (In Valance),114 x 89mm,,Rear silencer for cars with cut out in valance
Scorpion,300.67,SVXB045,OEM / Scorpion,63.5mm/2.5,EVO (In Valance),114 x 89mm,,Rear silencer for cars with cut out in valance
Scorpion,599.71,SVX042,OEM / Scorpion,63.5mm/2.5,EVO (Below Valance),114 x 89mm,,Rear silencer for cars with no cut out in valance
Scorpion,599.71,SVX045,OEM / Scorpion,63.5mm/2.5,EVO (In Valance),114 x 89mm,,Rear silencer for cars with cut out in valance
Scorpion,579.6,SVXS041,OEM / Scorpion,63.5mm/2.5,EVO,114 x 89mm,,Can be used instead of 704GM
Scorpion,346.19,SVXB041,OEM / Scorpion,63.5mm/2.5,EVO,114 x 89mm,,
Scorpion,669.26,SVX041,OEM / Scorpion,63.5mm/2.5,EVO,114 x 89mm,,
Scorpion,593.63,SVXS061,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Only fits to cars with Rear Bumper cut out.
Scorpion,379.49,SVXB061,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Only fits to cars with Rear Bumper cut out.
Scorpion,712.6,SVX061,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,Only fits to cars with Rear Bumper cut out.
Scorpion,593.63,SVXS058,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,617.41,SVXS058C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,320.02,SVXB058,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,343.8,SVXB058C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,712.6,SVX058,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,736.39,SVX058C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,267.68,SVXC058,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,593.63,SVXX058,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,503.22,SVXS054,OEM / Scorpion,76mm/3,VXR Trim,N/A,,
Scorpion,418.75,SVXB054,OEM / Scorpion,76mm/3,VXR Trim,N/A,,
Scorpion,610.29,SVX054,OEM / Scorpion,76mm/3,VXR Trim,N/A,,
Scorpion,237.93,SVXC067,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,952.91,SVXS055,OEM / Scorpion,76mm/3,Daytona,100mm,,To fit onto none Nurburgring cars a twin exit Vauxhall rear valance is required
Scorpion,819.66,SVXB055,OEM / Scorpion,76mm/3,Daytona,100mm,,To fit onto none Nurburgring cars a twin exit Vauxhall rear valance is required
Scorpion,1059.98,SVX055,OEM / Scorpion,76mm/3,Daytona,100mm,,To fit onto none Nurburgring cars a twin exit Vauxhall rear valance is required
Scorpion,249.83,SVXC059,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,237.93,SVXC060,Scorpion Only,76mm/3,,,,"Will only fit to Scorpion cat-back system. Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,629.32,SVXS066,,63.5mm/2.5,Daytona,100mm,,
Scorpion,653.1,SVXS066C,,63.5mm/2.5,Daytona,100mm,,
Scorpion,339.06,SVXB066,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,362.85,SVXB066C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,748.29,SVX066,,63.5mm/2.5,Daytona,100mm,,
Scorpion,772.08,SVX066C,,63.5mm/2.5,Daytona,100mm,,
Scorpion,558.37,SVXS068,OEM Only,63.5mm/2.5,Daytona,100mm,,
Scorpion,582.16,SVXS068C,OEM Only,63.5mm/2.5,Daytona,100mm,,
Scorpion,677.33,SVX068,OEM Only,63.5mm/2.5,Daytona,100mm ,,
Scorpion,701.13,SVX068C,OEM Only,63.5mm/2.5,Daytona,100mm,,
Scorpion,339.06,SVXB065,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,653.1,SVXS065C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,629.32,SVXS065,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,362.85,SVXB065C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,748.29,SVX065,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,772.08,SVX065C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,249.83,SVXC064,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,998.09,SVXS064C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,950.52,SVXS064,OEM / Scorpion,76mm/3,Daytona (twin),100mm,,
Scorpion,1117.08,SVX064C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,1069.5,SVX064,OEM / Scorpion,76mm/3,Daytona (twin),100mm,,
Scorpion,1083.32,SVXS064CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,1202.28,SVX064CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,212.95,SVXC056,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,807.35,SVWX058,OEM / Scorpion,80mm/3.15,,,,
Scorpion,460.85,SVWC058,OEM / Scorpion,80mm/3.15,,,,
Scorpion,995.09,SVW069,OEM / Scorpion,76mm/3,EVO,114mm x 89mm,,
Scorpion,450.45,SVWC064,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,733.95,SVWX064,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,388.78,SVWB019,OEM / Scorpion,63.5mm/2.5,Monaco (twin),90 x 76mm,,Plastic valance will require cutting
Scorpion,388.78,SVWB020,OEM / Scorpion,63.5mm/2.5,Discrete (twin),50mm,,
Scorpion,517.85,SVW019,OEM / Scorpion,63.5mm/2.5,Monaco (twin),90 x 76mm,,Plastic valance will require cutting
Scorpion,517.85,SVW020,OEM / Scorpion,63.5mm/2.5,Discrete (twin),50mm,,
Scorpion,427.09,SVWC020,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,688.81,SVWX020,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,641.19,SVWS040C,OEM / Scorpion,70mm/2.75,Daytona (twin),100mm,,
Scorpion,593.63,SVWS040,OEM / Scorpion,70mm/2.75,Daytona (twin),100mm,,
Scorpion,712.59,SVW040,OEM / Scorpion,70mm/2.75,Daytona (twin),100mm,,
Scorpion,760.17,SVW040C,OEM / Scorpion,70mm/2.75,Daytona (twin),100mm,,
Scorpion,593.65,SVWS042,OEM / Scorpion,76mm/3,Daytona,83mm,,
Scorpion,700.7,SVW042,OEM / Scorpion,76mm/3,Daytona,83mm,,
Scorpion,386.63,SVWC042,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,735.2,SVWX042,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,618.62,SVWS039,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,737.58,SVW039,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,701.88,SVWC039,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1391.89,SVWX039,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,629.32,SVWS048,OEM / Scorpion,76mm/3,Daytona,83mm,,
Scorpion,386.63,SVWC036,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,735.2,SVWX036,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
